username,nickname,is_verified,is_privateAcc,author_num_likes,author_num_followers,author_num_following,author_num_hearts,author_num_videos,vid_created_time,vid_desc,vid_likes,vid_plays,vid_shares,vid_comments,vid_duration,video_playAddr
gala.fr,@galafr,True,False,80,3900000,0,91000000,1956,2021-08-11 18:12:43,#Lionelmessi #antonellarocuzzo #psg #parcdesprinces #thiagomessi #ciromessi #mateomessi,594100,10300000,1423,1846,6,https://v16m-webapp.tiktokcdn-us.com/df25bfd5a6f23d21c64006656b43a388/63605ed0/video/tos/useast2a/tos-useast2a-ve-0068c003/b390bf00ea8d43ad89e87fdbbbd2ee2c/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=4386&bt=2193&cs=0&ds=3&ft=ebtHKHp8Myq8ZJjjNhe2N1Jnfl7Gb&mime_type=video_mp4&qs=0&rc=ZDRkZ2g8M2g2Ozs6ODw1N0Bpam47bGY6Zjl0NzMzNzczM0BeMTQyMGJfNmExYl8zLjEvYSNqaG9tcjQwMjZgLS1kMTZzcw%3D%3D&l=20221031174826711D4387128BBF067CD5
gala.fr,@galafr,True,False,80,3900000,0,91000000,1956,2021-08-11 20:17:14,#lionelmessi #leomessi #antonellarocuzzo #thiagomessi #mateomessi #ciromessi #parcdesprinces #psg,207100,4400000,442,487,9,https://v16m-webapp.tiktokcdn-us.com/51cfad4a2922f30cff2200518c2a8e40/63605edb/video/tos/maliva/tos-maliva-ve-0068c800-us/020e886625d4430caf6c41389dada406/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=3846&bt=1923&cs=0&ds=3&ft=ebtHKHp8Myq8ZKjjNhe2N.QGfl7Gb&mime_type=video_mp4&qs=0&rc=NzdoZzhpOGVpM2llZ2hkZUBpamo0OTU6Zmt1NzMzNzczM0AyLjYwMi4xXjYxNF8uLS9iYSNhMy5kcjRfczZgLS1kMTZzcw%3D%3D&l=20221031174833B543AB3BC49447062D03
espnfc,ESPN FC,True,False,430,4300000,107,161600000,1771,2021-08-11 21:32:28,Messi and his boys balling on the Parc des Princes pitch 💙 #lionelmessi #messi #psg #barcelona #paris #france (via antonelaroccuzzo),160800,1200000,895,607,15,https://v16m-webapp.tiktokcdn-us.com/e748457196d3ebf2cd1c4d38ba743d96/63605ee4/video/tos/useast5/tos-useast5-pve-0068-tx/d78adc66934b41609d9c72ea16e99a13/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=2156&bt=1078&cs=0&ds=3&ft=ebtHKHp8Myq8ZgjjNhe2N-xtfl7Gb&mime_type=video_mp4&qs=0&rc=NjlpNDNoaGdmOmUzNTtoOUBpamg2ODw6ZjN3NzMzNzczM0AxNS81L2JiXjQxLy0xLS00YSNyNTRjcjRfLzZgLS1kMTZzcw%3D%3D&l=202210311748364AA6A4FD8653DA0648DC
gabriel_abramovic,Gabriel Vieira Abramovic,False,False,12400,311900,346,13900000,466,2021-08-12 06:39:38,conhecem mais alguma???? #futebol #messi #cr7 #cristianoronaldo #lionelmessi #coincidencias #goat #psg #juventus #realmadrid #barcelona #champions,229300,1500000,5746,1427,57,https://v16m-webapp.tiktokcdn-us.com/1afc6b5fb6b15151d4be0b498221ef87/63605f0a/video/tos/maliva/tos-maliva-ve-0068c800-us/715f5c0648e547ce89e2c4cb7c644a0d/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=1572&bt=786&cs=0&ds=3&ft=ebtHKHp8Myq8ZHjjNhe2NzPefl7Gb&mime_type=video_mp4&qs=0&rc=OzY0O2c4ZDNmZzczPDxpNUBpMzR4cTw6Zjk4NzMzNzczM0AwLmMzYjRjXjUxMzEvYTQxYSNkLTVmcjRfMF5gLS1kMTZzcw%3D%3D&l=2022103117483394D6109A1DB49F0651A9
bolacom,bolacom,True,False,111,3000000,12,19100000,768,2021-08-12 11:39:40,Lionel Messi Akhirnya Following @psg #psg #messi #tiktokbolacom #lionelmessi,314600,4000000,7031,2616,8,https://v16m-webapp.tiktokcdn-us.com/bffe085945583ebd358be737eb2418ad/63605ed6/video/tos/useast2a/tos-useast2a-pve-0037-aiso/48455ef9a46f486191bf761f7d01009e/?a=1988&ch=0&cr=0&dr=0&lr=tiktok&cd=0%7C0%7C1%7C0&cv=1&br=3222&bt=1611&cs=0&ds=3&ft=ebtHKHp8Myq8ZMjjNhe2Nsiufl7Gb&mime_type=video_mp4&qs=0&rc=NTpnaWk4NGdnaWg1NWdlNUBpamxtMzg6ZnY8NzMzZjgzM0BgMzU0NTYyXi0xX2MzMGE2YSMycmFqcjRnYl5gLS1kL2Nzcw%3D%3D&l=2022103117483062D0860DBFEDC60643F1
kaiammar29,Fútbol Sepak,False,False,63600,374800,529,3900000,82,2021-08-12 19:03:07,Reply to @vivelefun1 PSG 21/22🤩...What's next? #PSGxMESSI #psg #herewego #lionelmessi #leo #messi,454100,4200000,4049,4331,19,https://v16m-webapp.tiktokcdn-us.com/18819206730fcf1296fce340c6f7f87b/63605ee4/video/tos/useast2a/tos-useast2a-pve-0037-aiso/50ea6c419f7e4e99adb7b0a05af09ae0/?a=1988&ch=0&cr=0&dr=0&lr=tiktok&cd=0%7C0%7C1%7C0&cv=1&br=1896&bt=948&cs=0&ds=3&ft=ebtHKHp8Myq8ZHjjNhe2NzPefl7Gb&mime_type=video_mp4&qs=0&rc=NjQzOWdlPDg0ODk1OmQ7NEBpamlnZWQ6ZnBpNzMzZjgzM0BhLi5jYDQxNmExYDVgMl8uYSNucWtzcjQwc15gLS1kL2Nzcw%3D%3D&l=2022103117483394D6109A1DB49F0651A9
absolutboys,absolutboys,False,False,13200,1800000,166,33000000,2058,2021-08-12 22:40:44,Lionel Messi PSG ⚽️⚽️⚽️ #messi #psg #barca #lionelmessi,345600,4600000,564,1439,38,https://v16m-webapp.tiktokcdn-us.com/06cd10c945ef130ac8b88c89ae67cc97/63605ef2/video/tos/maliva/tos-maliva-ve-0068c800-us/d9f58919db124b538f1cda11e84f26e1/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=3464&bt=1732&cs=0&ds=3&ft=ebtHKHp8Myq8ZyjjNhe2NFD-fl7Gb&mime_type=video_mp4&qs=0&rc=PGdoN2Y0NWg0NzM0ZGQ1OEBpMzg0O2k6ZnFtNzMzNzczM0AyNTUyLTIvNTAxLy9jNTUwYSMvaDBlcjRnMl5gLS1kMTZzcw%3D%3D&l=2022103117482862D0860DBFEDC60643DA
442oons,442oons,True,False,19,522500,2,5000000,135,2021-08-12 23:56:19,MNM! Messi! Neymar! Mbappe! #psg #messi #neymar #mbappe #football #lionelmessi #leomessi #leo #soccer #442oons #mnm,537800,4500000,9812,4364,57,https://v16m-webapp.tiktokcdn-us.com/eeb01202df7c9fd9b8e9b8094b4f498f/63605f03/video/tos/useast2a/tos-useast2a-ve-0068c003/da5a04ab82d849908b2a4e4f5f1faea3/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=2280&bt=1140&cs=0&ds=3&ft=ebtHKHp8Myq8ZJjjNhe2N1Jnfl7Gb&mime_type=video_mp4&qs=0&rc=NTtpZjszOjg6PDdpOGg6NkBpajw2cDk6ZjtuNzMzNzczM0AxYjA2YS4vNmExLjBeLTAyYSMubDRxcjRfNV5gLS1kMTZzcw%3D%3D&l=20221031174826711D4387128BBF067CD5
copa90,COPA90,True,False,2168,1300000,274,64300000,1779,2021-08-13 18:19:16,Ismael Gharbi is living everyone’s dream right now 😭🤝 #football #soccer #psg #messi #lionelmessi,289900,3100000,1232,806,9,https://v16m-webapp.tiktokcdn-us.com/4196224c4299e990e5dda8afa35a29c0/63605ed7/video/tos/maliva/tos-maliva-ve-0068c800-us/6670b0352b0646cd9d55530e63da5f98/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=2200&bt=1100&cs=0&ds=3&ft=ebtHKHp8Myq8ZMjjNhe2Nsiufl7Gb&mime_type=video_mp4&qs=0&rc=ZWY0NTxlMzk5PDhoODVlOEBpMzs2bTk6ZjM3NzMzNzczM0A1MDUuMTIxXjExMF4tNV8wYSNoNWIvcjRvYV9gLS1kMTZzcw%3D%3D&l=2022103117483062D0860DBFEDC60643F1
souptimmy,SoupTimmy,False,False,9239,3100000,145,48900000,362,2021-08-14 06:35:31,Reply to @prochris164 Did I do it right? 🤔 #Psgxmessi #Messi #PSGMessi #lionelmessi #messiart,160300,1700000,1187,4426,20,https://v16m-webapp.tiktokcdn-us.com/bc5b4c1267f6031ffef192c1528646e7/63605ee9/video/tos/useast5/tos-useast5-ve-0068c003-tx/f68602db185e43bd85536655e5a6950f/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=2582&bt=1291&cs=0&ds=3&ft=ebtHKHp8Myq8ZgjjNhe2N-xtfl7Gb&mime_type=video_mp4&qs=0&rc=NTU8NGVnZjhkPDQ1ZmgzaUBpM3k3Zzc6ZjtpNzMzNzczM0BfLWIwXjAxXy8xMi0wXmJeYSM2LmgycjRfNF9gLS1kMTZzcw%3D%3D&l=202210311748364AA6A4FD8653DA0648DC
ihategabi41,chicken,False,False,13400,3701,624,227400,8,2021-08-14 07:29:13,Ông thần cà khịa Mateo😂😂😂 mới có 5 tuổi thoi đó#mateo #messi#lionelmessi #mateomessi #barcelona,168100,2300000,1362,799,43,https://v16m-webapp.tiktokcdn-us.com/f0a10db58766a8c133884c590330b568/63605f00/video/tos/useast2a/tos-useast2a-pve-0037-aiso/ab5ad2e533ed49e593a0a6d7a7533917/?a=1988&ch=0&cr=0&dr=0&lr=tiktok&cd=0%7C0%7C1%7C0&cv=1&br=916&bt=458&cs=0&ds=3&ft=ebtHKHp8Myq8ZgjjNhe2N-xtfl7Gb&mime_type=video_mp4&qs=0&rc=Zzo1aGRmOTRnZjtpNjY6OEBpanduM2Q6ZmZqNzMzZjgzM0A0YmI0Ly8xNjQxMzUwMDA1YSMtMnJpcjRfLV9gLS1kL2Nzcw%3D%3D&l=202210311748364AA6A4FD8653DA0648DC
frankmichaelsmith,Frank Michael Smith,True,False,22600,1600000,1922,98300000,736,2021-08-15 01:20:44,A $1 BILLION debt? 🤯 #lionelmessi #psg #messi,321900,2400000,1455,698,60,https://v16m-webapp.tiktokcdn-us.com/3aa4590ae461010f2c08d15a534f17a5/63605f09/video/tos/useast5/tos-useast5-ve-0068c001-tx/037a968e78de48729ef42932c4153c99/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=2114&bt=1057&cs=0&ds=3&ft=ebtHKHp8Myq8ZQjjNhe2NCG-fl7Gb&mime_type=video_mp4&qs=0&rc=N2g6aTY2MzhkaTM3N2k8ZkBpMzg6Ozw6Zml5NzMzNzczM0AvYWMyLTA1XjAxLmE1NDM1YSNxM3MxcjQwal9gLS1kMTZzcw%3D%3D&l=20221031174829493425C26264D90629AF
premladz1,premladz1,False,False,2223,173300,98,3300000,356,2021-08-15 19:49:17,#messi #barca #barcelona #football #lionelmessi #boys,506000,6800000,2856,1079,54,https://v16m-webapp.tiktokcdn-us.com/2cd064cfefcace75bf4ebc799c1fb939/63605f01/video/tos/maliva/tos-maliva-ve-0068c800-us/00df2c10cf4e46868a3e84d44573af4d/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=894&bt=447&cs=0&ds=3&ft=ebtHKHp8Myq8ZxjjNhe2Ncuufl7Gb&mime_type=video_mp4&qs=0&rc=NGk7OjlkaWc1NDNoNjY6aEBpM3BwM2k6ZmRpNzMzNzczM0AwLzFiMTRhXmAxLi9iL2EwYSM2ZWZncjRvcmBgLS1kMTZzcw%3D%3D&l=202210311748278D9F9D025B768E0660D2
olahbolacom,OlahBola.com,False,False,1436,1200000,37,48500000,1244,2021-08-17 20:04:35,Komentarmu untuk skill messi sob? #fyp #sepakbola #football #lionelmessi #PSG #barcelona #skill #messiskill,264600,3600000,706,1936,68,https://v16m-webapp.tiktokcdn-us.com/d17962f22a12eb75e17de04bdf61949a/63605f13/video/tos/maliva/tos-maliva-ve-0068c800-us/855a499c6389446f901ada039ec60ff6/?a=1988&ch=0&cr=0&dr=0&lr=tiktok&cd=0%7C0%7C1%7C0&cv=1&br=1022&bt=511&cs=0&ds=3&ft=ebtHKHp8Myq8ZIjjNhe2NYqdfl7Gb&mime_type=video_mp4&qs=0&rc=ZzRkODNnZzhpMzo0aTQ8O0BpM2U6Mzc6Znd0NzMzZjgzM0BhXjMuYDIvNS0xM19jMy42YSNnLmszcjRfXmFgLS1kL2Nzcw%3D%3D&l=20221031174831711D4387128BBF067D43
nick_knows,Nick | Sports,False,False,33000,917300,886,114700000,2667,2021-08-19 08:10:24,Worth it? 😭 #messi #leomessi #psg #barcelona #lionelmessi #futbol,258700,2200000,1784,1616,23,https://v16m-webapp.tiktokcdn-us.com/c0da9eb8be13882015a0cc120e3c4197/63605ee5/video/tos/useast5/tos-useast5-ve-0068c001-tx/da7cc827b2984933adbbaf5c521ad6e9/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=2076&bt=1038&cs=0&ds=3&ft=ebtHKHp8Myq8ZIjjNhe2NYqdfl7Gb&mime_type=video_mp4&qs=0&rc=ODY6Mzc4ZDk5ZDVpNWc5ZEBpanRrM2U6Znd0NzMzNzczM0AwNDNgMV4yNS0xXzAzMGFfYSMuNnNrcjRnLWJgLS1kMTZzcw%3D%3D&l=20221031174831711D4387128BBF067D43
tom_ismyname,Tom McGowan,False,False,2731,2000000,71,40800000,684,2021-08-19 23:26:59,The GOAT followed me before you⁉️🐐 Not many spots left before 1 Million… #messi #follow #goat #psg #lionelmessi,212300,3600000,359,1269,5,https://v16m-webapp.tiktokcdn-us.com/1040efe08aff14dd79c97f7666553e9b/63605ed7/video/tos/alisg/tos-alisg-pve-0037c001/a1cf663cb7ab415cb25ddd0f3952ac08/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=3260&bt=1630&cs=0&ds=3&ft=ebtHKHp8Myq8ZKjjNhe2N.QGfl7Gb&mime_type=video_mp4&qs=0&rc=ZThkOjNkOGYzOzo6Z2lnZ0BpMzV4bmg6Zmo6NzMzODczNEAxXmI2MzFfXzUxL15fMV8wYSNpbmpncjQwZGNgLS1kMS1zcw%3D%3D&l=20221031174833B543AB3BC49447062D03
irisleo2406,𝙄𝙧𝙞𝙨.𝙇𝙚𝙤,False,False,4040,14300,4,969700,80,2021-08-24 10:45:00,Chân trái của Messi được đúc vàng nguyên khối !#irisleo #messi #lionelmessi #fcbarcelona #psg #football #foryou #fyup #xh #tt #edit,554300,6100000,1535,1656,10,https://v16m-webapp.tiktokcdn-us.com/d7338b0db24235a6208f644986ac8d4b/63605ed4/video/tos/maliva/tos-maliva-ve-0068c800-us/920cd027a97d4cc4bab3515e0853fea5/?a=1988&ch=0&cr=0&dr=0&lr=tiktok&cd=0%7C0%7C1%7C0&cv=1&br=1494&bt=747&cs=0&ds=3&ft=ebtHKHp8Myq8ZJjjNhe2N1Jnfl7Gb&mime_type=video_mp4&qs=0&rc=ZWVoZzRkOjg7ZWk1ZWQ2OUBpM3B2Nzc6Zjw4NzMzZjgzM0BjNTEzMGM1XjUxYGEyNTMzYSNibS0xcjRvbmZgLS1kL2Nzcw%3D%3D&l=20221031174826711D4387128BBF067CD5
demonlytt,Demonly,False,False,15500,440600,40,11000000,173,2021-08-24 18:14:23,👽 | #barcelona #realmadrid #lionelmessi #messi #cristianoronaldo #cristiano      #cold #phenomenly,436400,3300000,9329,5398,14,https://v16m-webapp.tiktokcdn-us.com/3f234b2cbf27a0255dc7cb9de313d0b8/63605eda/video/tos/alisg/tos-alisg-pve-0037c001/d73f95ba68434ff3ab10f51980b000f2/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=2754&bt=1377&cs=0&ds=3&ft=ebtHKHp8Myq8ZyjjNhe2NCt7fl7Gb&mime_type=video_mp4&qs=0&rc=NWg5NTdmNWRnOTo3ZjY6aUBpMzZqdzY6ZjtmNzMzODczNEBhX18uMS01Xi8xYi1eMi9gYSNyNjEvcjRnXmZgLS1kMS1zcw%3D%3D&l=2022103117482762D0860DBFEDC60643CD
flabio_edits,flabio_edits,False,False,671,49400,6,1100000,13,2021-08-28 23:23:46,Una Edicion Mas😅😅😅 #cristianoronaldo #lionelmessi #neymarjr #kilyanmbappe #football #fypシ #parati #fypシ #foryou #viral,1100000,10000000,26300,6760,18,https://v16m-webapp.tiktokcdn-us.com/d3a4e4f87304ba739330282c06cc0561/63605edb/video/tos/useast2a/tos-useast2a-ve-0068c001/ce779017e0e34b46be68ef48eefb1cef/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=1030&bt=515&cs=0&ds=3&ft=ebtHKHp8Myq8ZvjjNhe2NMhyfl7Gb&mime_type=video_mp4&qs=0&rc=ZjQ6NWQ0M2U8NjpnOTs5NkBpM2x5NTQ6ZnU4NzMzNzczM0AxYl80MjUuNi4xLjYxMl8wYSMzNHFpcjQwNmlgLS1kMTZzcw%3D%3D&l=2022103117482562D0860DBFEDC60643A1
jr_skillz,Jr_skillz,False,False,48400,1200000,30,30100000,62,2021-08-29 01:23:13,🇦🇷🐐🇵🇹#football #soccer #cristianoronaldo #lionelmessi #goat #fypシ,477600,3500000,3690,4772,19,https://v16m-webapp.tiktokcdn-us.com/cca8432d4f8245476e7d7b13fa3d5100/63605ede/video/tos/useast2a/tos-useast2a-pve-0068/c32d73bda8064320944a606d2a76c9af/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=3058&bt=1529&cs=0&ds=3&ft=ebtHKHp8Myq8ZxjjNhe2Ncuufl7Gb&mime_type=video_mp4&qs=0&rc=Zzc1NDRmZWY1NTtmODtkM0Bpanc7djY6Znc6NzMzNzczM0AxYS42YzRgXmAxNjBeNDMtYSNvL2pvcjRvLmlgLS1kMTZzcw%3D%3D&l=202210311748278D9F9D025B768E0660D2
futmilgrau1910,futmilgrau1910,False,False,26200,30900,393,487300,102,2021-09-09 03:07:03,agora é a opinião de vcs 😁 #messi #cristianoronaldo #neymar #lionelmessi #cr7 #neymarjr #futebol #football #futeboledit #manchesterunited #barcelona #golaço #fy #fypシ #vaiprofycaramba,329500,2500000,959,2393,60,https://v16m-webapp.tiktokcdn-us.com/a494cc4193d868ba25ccc6b749d3ede4/63605f09/video/tos/maliva/tos-maliva-ve-0068c800-us/53ce36f6eaa4459f83c44739aa36d8c4/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=2410&bt=1205&cs=0&ds=3&ft=ebtHKHp8Myq8ZQjjNhe2NCG-fl7Gb&mime_type=video_mp4&qs=0&rc=ODc8PGg5aDhlZTk6OGUzaEBpajw6d2Q6ZjhqNzMzNzczM0BjLzQ0MmEyNl8xXy5hNWEvYSM2ZDMxcjRfYHBgLS1kMTZzcw%3D%3D&l=20221031174829493425C26264D90629AF
chelseapottss,Chelsea | 💜The Lifehacks girl,False,False,402,1200000,8,26200000,287,2021-09-09 17:08:47,Siapaa yang mau dapet pesan dari messii🥳🥳!! #chelseadisini #fyp #messi #lionelmessi #psg #football #soccer #messimessage #fans,275900,2500000,3463,1768,35,https://v16m-webapp.tiktokcdn-us.com/e244d10046d1d080ccd8d148523bfbf2/63605ef1/video/tos/maliva/tos-maliva-ve-0068c800-us/814e8845e2074b7c93e8c4bebfc4d1fc/?a=1988&ch=0&cr=0&dr=0&lr=tiktok&cd=0%7C0%7C1%7C0&cv=1&br=1272&bt=636&cs=0&ds=3&ft=ebtHKHp8Myq8ZIjjNhe2NYqdfl7Gb&mime_type=video_mp4&qs=0&rc=ZzMzZTQ5aGc2NDVlOGRnNEBpanNwNzk6ZnF2NzMzZjgzM0BfYy4yMzQtXjAxYGEuLmBeYSMzX2txcjRncXBgLS1kL2Nzcw%3D%3D&l=20221031174831711D4387128BBF067D43
benhanlin,Ben Hanlin,True,False,4308,1300000,502,34500000,757,2021-09-10 01:03:15,So much work destroyed! Please don’t let this FLOP!!! @Rubik’s Cube @psg #messi #lionelmessi #football #soccer #psg #rubikscube #gonewrong #ohno,231000,4200000,13400,849,11,https://v16m-webapp.tiktokcdn-us.com/074aa7a20cb15f9998586ea60d6c5089/63605edc/video/tos/maliva/tos-maliva-ve-0068c800-us/00c96345e7f840b5b9204f47d63d9ddf/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=2126&bt=1063&cs=0&ds=3&ft=ebtHKHp8Myq8ZHjjNhe2NzPefl7Gb&mime_type=video_mp4&qs=0&rc=Ozs4MzloNWUzOTo4NTs1M0BpM2ptZTc6Zm02NzMzNzczM0A1YF5eNmA2NWIxMy1hNjRhYSM0MG01cjRncHFgLS1kMTZzcw%3D%3D&l=2022103117483394D6109A1DB49F0651A9
espnfc,ESPN FC,True,False,430,4300000,107,161600000,1771,2021-09-10 05:41:38,This is everything ❤️ #messi #lionelmessi #fcbarcelona #barca #psg #barcelona,540600,5100000,1720,1173,7,https://v16m-webapp.tiktokcdn-us.com/aad516d31e19a71b044215c93af1a771/63605edb/video/tos/useast5/tos-useast5-ve-0068c002-tx/e7715ba0ab3e474f84c0d11b5333252d/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=2936&bt=1468&cs=0&ds=3&ft=ebtHKHp8Myq8ZgjjNhe2N8tufl7Gb&mime_type=video_mp4&qs=0&rc=ODhlZzo7OTU8PDNkOjRoZUBpamZrOjc6Zmo6NzMzNzczM0BeMi0zLV4zNjMxYi0yMGFiYSMybmtfcjRvcnFgLS1kMTZzcw%3D%3D&l=20221031174837F069F468D2748506B7A3
futmidea_,Futmidea_,False,False,5458,12100,315,247500,1,2021-09-16 21:14:45,#messi #lionelmessi #fy Lembra #fy 🥶🥶🥶🥶🥶,247400,2500000,3906,1018,9,https://v16m-webapp.tiktokcdn-us.com/e36bb8fcf6ac33d65474e11fb464ae53/63605ed9/video/tos/maliva/tos-maliva-ve-0068c800-us/6df1ebcb0c7c4ca5be549f65d9757203/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=1244&bt=622&cs=0&ds=3&ft=ebtHKHp8Myq8ZhjjNhe2Nef7fl7Gb&mime_type=video_mp4&qs=0&rc=aWRpaWU0Z2RpOTY5NTg8ZkBpajkzNmc6ZmZuODMzNzczM0A0XzVjLzIuXi0xMTReXzU2YSMtbmcucjRvMy5gLS1kMTZzcw%3D%3D&l=2022103117483262D0860DBFEDC6064413
sapulidi672,sapulidi672,False,False,31900,141500,23,1500000,40,2021-09-18 15:39:13,#CapCut #lionelmessi #freekick #barcelona #argentina,432200,10300000,9712,678,17,https://v16m-webapp.tiktokcdn-us.com/c50976e64fe0ebd6d1708f979be59dd3/63605edd/video/tos/useast2a/tos-useast2a-pve-0037c001-aiso/8e5ba6368cde49a79d5ed8eba0153627/?a=1988&ch=0&cr=0&dr=0&lr=tiktok&cd=0%7C0%7C1%7C0&cv=1&br=3278&bt=1639&cs=0&ds=3&ft=ebtHKHp8Myq8ZyjjNhe2NCt7fl7Gb&mime_type=video_mp4&qs=0&rc=ZDZmNDhoOjgzOTplOTk2PEBpam81M2k6ZnhzODMzZjgzM0A1LTEtYGEtXjYxMTI0NC82YSNmZWAvcjRfYS9gLS1kL2Nzcw%3D%3D&l=2022103117482762D0860DBFEDC60643CD
maswendix,Wendix✪,False,False,72700,763900,277,14200000,412,2021-09-21 22:19:06,Reply to @imanuel_kenneth19  fans MESSI mana nih? #messi #lionelmessi #goat #misteri #konspirasi #fyp,165800,2700000,885,8522,54,https://v16m-webapp.tiktokcdn-us.com/4f08db7df51b51c8efe8c9e64c454867/63605f0a/video/tos/maliva/tos-maliva-ve-0068c800-us/bd4b9b277ec24321b0bfaafbb863e271/?a=1988&ch=0&cr=0&dr=0&lr=tiktok&cd=0%7C0%7C1%7C0&cv=1&br=1716&bt=858&cs=0&ds=3&ft=ebtHKHp8Myq8ZgjjNhe2N-xtfl7Gb&mime_type=video_mp4&qs=0&rc=MztlZDNpMzszNjRkOGQ6NkBpM3RmbTU6Zjp4ODMzZjgzM0BhXy9gNi8xXl8xX2AwMjRgYSMwM2E0cjRfZDFgLS1kL2Nzcw%3D%3D&l=202210311748364AA6A4FD8653DA0648DC
futboll123,Futbol.123,False,False,6312,35300,0,777100,6,2021-09-24 11:13:11,NAAA DÉJATE DE JODER #messi #barcelona #futbol #lionelmessi #leomessi #10 #parati #fyp,155400,1200000,1674,508,13,https://v16m-webapp.tiktokcdn-us.com/ccbc7ceb9f89cae3e7b6230137005df1/63605ee2/video/tos/useast2a/tos-useast2a-ve-0068c004/89d3e6b0256e4ff7a09b23a0cd96c45e/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=2200&bt=1100&cs=0&ds=3&ft=ebtHKHp8Myq8ZgjjNhe2N8tufl7Gb&mime_type=video_mp4&qs=0&rc=M2dkPGc4OTQ7aDNkZzo7OEBpanFkajM6ZmluODMzNzczM0AuLzAyNS1eXi4xY142MC02YSNmNDRtcjQwMTNgLS1kMTZzcw%3D%3D&l=20221031174837F069F468D2748506B7A3
messihd4,Leo Messi,False,False,199,309500,34,5400000,64,2021-09-26 19:02:08,🐶🤫                                                                                           #messi #leomessi #messiedit #messiedits #Lionelmessi #barcelona #realmadrid,162300,1400000,2323,1574,35,https://v16m-webapp.tiktokcdn-us.com/d0c2b5540b56e33807be7a315d424518/63605ef8/video/tos/alisg/tos-alisg-pve-0037c001/65cf171aed38416ea595844076290d49/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=1674&bt=837&cs=0&ds=3&ft=ebtHKHp8Myq8ZgjjNhe2N-xtfl7Gb&mime_type=video_mp4&qs=0&rc=ZWZmMzU2aWg7NWY7ZDc8NkBpamY3eWk6Zjs4ODMzODczNEA1MDMwNmBjX2MxMTIxMjRfYSNhYmRqcjRvMzVgLS1kMS1zcw%3D%3D&l=202210311748364AA6A4FD8653DA0648DC
flowsportclub,flowsportclub,True,False,138,402500,13,8000000,305,2021-09-30 22:38:33,relação do Guardiola com o Barcelona #flowsportclub #barcelona#guardiola #messi #lionelmessi #danielalves #futebol #foryoupage,407300,3900000,3558,561,34,https://v16m-webapp.tiktokcdn-us.com/f5a0634481d0e6d522464bad58366c4c/63605eee/video/tos/maliva/tos-maliva-ve-0068c800-us/6a556137da3e4d838985a020cc084943/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=1482&bt=741&cs=0&ds=3&ft=ebtHKHp8Myq8ZyjjNhe2NCt7fl7Gb&mime_type=video_mp4&qs=0&rc=ZDo0NGQ7ZTwzaWU0NDg5NkBpanU4dGU6ZnB2ODMzNzgzM0AuMWAyYzJiNmAxLzIvNS9iYSNwMS5gcjRnal5gLS1kLzZzcw%3D%3D&l=2022103117482762D0860DBFEDC60643CD
